text_cleaned,label,correct,Demografi,Ekonomi,Geografi,Ideologi,Pertahanan dan Keamanan,Politik,Sosial Budaya,Sumber Daya Alam
lautan manusia sambut kedatangan capres nomor urut 01 anies baswedan berkampanye padang sumatra barat kamis 2512024 kunjungannya kali semangat perubahan terbendung masyarakat minang barisan progresif optimis gagasan perubahan yanh dorong kuat dibutuhkan indonesia wartawan bandara minangkabau simak berita selengkapnya,Politik,38,6,1,1,0,1,38,4,5
biginilah masyarakat sorong papua menyambut anies salam hormat pace mace ujung timur indonesia,Sosial Budaya,44,1,0,3,0,2,6,44,0
ganjarmahfud membangun fondasi kekuatan hukum menciptakan lingkungan aman berkualitas rakyat,Politik,35,4,5,0,0,4,35,6,2
nobar nyokap berobat komentarnya anies jahat nyindir prabowo kasihan prabowo btw nyokap die harder anies,Politik,36,4,2,6,0,1,36,4,3
ganjar pranowo mahfud md pemimpin merakyat banget benerbener dengerin aspirasi sukseskan pilpres 2024 pemimpin peduli rakyatjnk21ap,Politik,38,0,10,0,4,0,38,1,3
era anies400 purnawirawan tnipolri saksi amin tps terbendung dukungan pasangan amin,Politik,42,4,1,4,2,1,42,1,1
kegembiraannya berinteraksi prabowo menyambut kedatangannya prabowo subianto,Politik,43,3,1,0,0,0,43,4,5
semut hitam memiliki koordinasi ganjar mahfud keahlian mengoordinasikan upaya pembangunan ganjar pranowo terbukti,Politik,34,0,13,0,4,0,34,1,4
biar jogetjoget seru mari tambahkan programprogram bantu pemuda melewati masalahnyaseperti program pasangan capres ganjar pranowo mahfud md,Politik,41,2,12,0,1,0,41,0,0
ganjar presiden rakyat mengedepankan kepentingan rakyatnya,Politik,45,0,2,0,7,0,45,2,0
njir ngeri gini klo bener clear pulak nama perusahaan jabatan koalisinya silakan simak channel nasional corruption watch uang tambang ilegal mengalir koalisi prabowo gibran disinylir brsl oknum menteri kim,Politik,27,0,0,9,2,15,27,2,1
prabowo call out 801 kali aksi kamisan pendukungnya bilang isu 5,Politik,41,1,0,4,1,5,41,2,2
calon presiden ri no urut 3 ganjar pranowo mengizinkan pelanggaran konstitusi aturan dasar negara merusak fondasi negara,Ideologi,55,0,0,0,55,0,1,0,0
mari dukung calon presiden wakil presiden pilihan hati capres ganjar pranowo mahfud md pemilihan presiden jn19ab,Politik,45,0,4,0,5,0,45,2,0
kalo anies menang indonesia beneran isinya demo demo agama persekusi rumah ibadah minoritas surga teroris orang lu marahin framing dibales framing,Sosial Budaya,22,4,0,3,2,0,24,22,1
capres cawapres ganjar pranowo mahfud md berpesan menjaga konstitusi aturan dasar negara landasan bangsa,Ideologi,55,0,0,0,55,0,1,0,0
pesan abah desak anies sumbar padang perubahan menaikan kenyataan harapan indonesia adil makmur,Politik,39,3,0,0,0,1,39,13,0
menonjol prestasi prabowo dlm dunia militer keberhasilan mempertahankan wilayah timor timur dlm wilayah nkri buktinya bhw prabowo dicopot militer ma,Pertahanan dan Keamanan,7,2,1,8,1,7,34,2,1
tempodotco semangat letih mendukungmu ganjar mahfud hebat prabowo gibran,Politik,35,0,18,1,1,0,35,1,0
suasana khidmat tkn fanta prabowo gibran sambut malam doa salawat pemilih muda dekade08,Politik,36,5,0,4,0,7,36,1,3
banget masbowogbran pilihankita membangun ekonomi benar2 harapan masyarakat future bangsa pastikanvisi masadepan,Ekonomi,18,4,18,2,3,10,18,1,0
gibran pembangunan pekerja buruh maju prabowogibran,Politik,45,1,3,0,0,2,45,5,0
paslon 03 ganjar pranowo bawa solusi cerdas kuota pupuk pertanian produktif,Ekonomi,34,0,34,1,4,0,17,0,0
aksi ganjar pranowo srimulat bentuk politik menghibur ganjar mahfud hebat,Politik,42,0,10,1,3,0,42,0,0
maruar sirait gabung prabowogibran gerindra jabar nambah energi,Politik,39,1,0,10,2,0,39,1,3
buruh tani nelayan gak intelek gak berhak dicerdaskan tuh kemaren desak anies tematik,Sosial Budaya,23,1,2,0,3,0,26,23,1
breaking news teman ditanggkap penyidik bareskrim diduga terkait postingan rekaman konunikasi jaksa pejabat forkopinda batubara mengarahkan kepala desa mengkorupsi 50 dana desa kegiatan memenangkan pasangan prabowo gibran,Politik,37,3,3,4,0,2,37,5,2
pasangan teruji bangsa ganjar pranowo prof mahfud visi petani tembakauayo berharap produksi tembakau majuganjarmahfud taat hukum,Politik,28,4,24,0,0,0,28,0,0
anies janji bikin lapangan sepak bola kampungkampung bersandar fifa sindir et rumputnya jgn diganti ya,Politik,30,4,0,8,0,3,30,4,7
liat track recordnya ganjar pranowo mahfud md udah banget deh pranowo mahfud mdmahfudrebound pranowo mahfud mdpranowopilihanumat,Politik,25,0,12,0,12,0,25,0,7
rekam jejak anies baswedan provinsi dki jakarta kota asia tenggara meraih sustainable transport award sta 2021 penghargaan transportasi berkelanjutandki penghargaan berkat program integrasi antarmoda transportasi publik,Sumber Daya Alam,0,0,0,7,0,5,25,19,0
pasangan ganjar pranowo mahfud md hati petani tembakauayo perjuangkan peningkatan produksi tembakau,Ekonomi,12,0,12,0,1,0,40,0,3
ayo gerakan dukungan sederhana bawa perubahan positif ganjar pranowo mahfud md,Politik,38,0,11,0,3,0,38,0,4
semangat gentar mas ganjar pranowo takut prof mahfud hadapi indonesia keyakinan keberanian,Politik,40,0,11,0,5,0,40,0,0
masyarakat tau fatamorgana elektabilitas prabowo ilusi akibat pembiasan informasi ilusi distorsi pikiran meracuni kebenaran membentuk persepsi salah kenyataan ilusi dimiliki kebanyakan orang mudah dibentuk opini sesat menerus digaungkan survey elektabilitas prabowo bentuk dimensi mudah dipahami mengenali tafsir fatamorgana ilusi seringkali publik menemukan kontradiktif angkaangka hasil survey diumumkan media realitas fakta dilapangan ratusan panggung kampanye prabowo diseluruh pelosok daerah artis jurkamnya penontonnya masyarakat hadir sepi ilusi elektabilitas prabowo diserang pikiran sadar masyarakat teknik dikenal cabang ilmu psikologi mempelajari pengaruh sugesti pikiran manusia uniknya pikiran sadar 88 mempengaruhi perilaku manusia pikiran sadar 12 berperan mempengaruhi perilaku manusia menangkal jebakan ilusi elektabilitas prabowo salah efektif menepuk syaraf rasionalitas publik masif menyebarkan informasi bersifat orisinalitas prabowo subianto realitas politiknya sebarkan pemahaman fatamorgana elektabilitas prabowo whatsapp group berantai sebanyakbanyaknya orang juru bicara tim sukses menjangkau lapis terluar masyarakat pemilih juru bicara relawanlah menjangkau ujung terdalam masyarakat pemilik suara sebarkan informasi orang bangkit kesadarannya bilikbilik suara tps 14 februari,Ideologi,1,0,0,5,1,10,35,5,0
capres cawapres ganjar pranowo mahfud md mari bantu nelayan lepas belenggu kredit macet,Politik,24,0,23,0,9,0,24,0,0
caring amp good looking si janji manies kedekatan kelompok radikal sampe diabaikan ya gaesss identtas gus imin desak anies abah anies anies bubble muhaimin iskandar,Politik,34,3,0,4,1,0,34,13,1
ganjar pemimpin perhatian petani,Politik,30,0,15,0,6,0,30,3,2
pindah ikn kalo dapet rezeki anak cucu mudah2an jakartabandung kabarnya bergabung sumpek pulau jawa lihat perkembangan ikn semangat lanjutkan pembangunan terimakasih,Geografi,13,3,2,13,1,2,23,11,1
anies gila share group bangga anak bangsa indonesia penuh prestasi karya abal,Sosial Budaya,2,48,0,0,0,1,5,2,0
tangan pilih pasangan duo bangsa ganjar pranowo prof mahfud ajak arsitek perubahan positifr23jda,Politik,39,0,13,0,2,0,39,1,1
gw bingung dimana intoleran nya anies 5 jakarta adem ayem aja indeks toleransi gereja dapet imb bantuan dana pas anies gubernur christmas carol era anies dipermasalahin apaa maaf bingung,Sosial Budaya,26,1,0,7,1,1,18,26,2
petrus hariyanto prabowo subianto anggap remeh praktekpraktek politik anti demokrasi orba berkuasa,Politik,43,1,0,3,0,5,43,3,1
ganjar pranowo janji kosong aksinya membuktikan komitmennya melawan korupsi,Politik,42,0,7,0,4,1,42,2,0
prof mahfud p3ngalamanmu memandu loronglorong gelap konflik agraria cahaya keadilan ganjar pranowo berhak terbaik,Politik,37,0,16,0,1,0,37,2,0
urutan 7 melawan kkb mencret contohlah pejuang hamas israelpun kalang kabut melawan hamaskekuatan militer menjamin menang dimedan tempur kekuatan mental jiwa patriotik menang dimedan tempur,Pertahanan dan Keamanan,2,1,0,11,0,2,32,4,6
masyarakat dander bojonegoro bahagia memenangkan prabowo gibran pemilu putaran,Sosial Budaya,2,0,2,0,1,3,45,2,3
saran bagus kpopers diterimadipahami timses amin dipelintir adu domba bajer prabowogibran,Politik,38,1,0,11,3,1,38,2,0
ganjar program keluarga miskin sarjana memutus kemiskinan menciptakan sdm unggul program perluasan akses kebijakan afirmatif anak miskin disabilitas berkebutuhan khusus warga daerah tertinggal terdepan terluar 3t perbatasan,Politik,17,11,1,6,0,4,17,16,1
srimulat ganjar pranowo kombinasi cerdas menciptakan dinamika positif d politik jakarta ganjar mahfud hebat,Politik,38,2,14,1,0,0,38,1,0
program unggulan pk ganjar peluang lulus sekolah langsung kerja gaspol pk ganjar,Ekonomi,19,1,19,0,2,3,29,2,0
keberanian ganjar merancang kebijakan p3rtahanan modern membuktikan kepemimpinannya visioner,Politik,23,2,2,5,3,14,23,6,1
ganjar pranowo mahfud md panggilan sejarah ganjar mahfud hebat memimpin indonesia,Politik,39,0,10,2,5,0,39,0,0
ya mas ganjar berharap langkah politik lbh bermartabat demokrasi pemerintahan bersih negara mari maju utk nkri,Politik,40,1,0,0,7,2,40,6,0
anies aparat pemerintah berani laporkan atasan netral,Politik,33,3,0,3,1,2,33,13,1
mesti diarahkan paslon benar2 efektif menghalangi prabowo puncak kekuasaan mengajak memilih dgn kekurangan amp resikonya resiko2 amp ribut2 seputar aktivisme ributkan anies menang aja,Politik,39,2,1,1,2,5,39,3,3
kampanye ganjar pranowo jepara diisi dgn pembacaan puisi wiji thukul anak muda jepara ganjar tuntaskan pelanggaran ham,Politik,34,3,5,0,8,4,34,2,0
ayo warga kab semarang sabtu 27 januari 2024 ramaikan pesta rakyat ganjar pranowo gratis ganjar rakyat apologize to anies vietnam pegang bener aje the adams nikki haley asnawi videotron,Politik,42,5,0,4,0,4,42,1,0
cinta atikoh ganjar indonesia ario subagyo filsuf kondang yunani socrates bercerita keutamaan lelaki beristri istri bahagia buruk filsuf ucapan socrates terdengar humor ringan terkandung kebahagiaan filsuf kebahagian manusia kebahagiaan filsuf filsuf memikirkan kebenaran peran istri lelaki membicarakan peran istri musim politik ingatan atikoh alias siti atikoh supriyanti alias istri atikoh menonjol mengkampanyekan programprogram suaminya dibilang atikoh sosok istri calon presiden benarbenar berani terjun menemui rakyat seringkali lampung atikoh disambut ribuan perempuan tergabung relawan pendukung ganjar mahfud rakyat tumpah penuh sukacita menyambut atikoh menyambangi pasar menemui hamil berkunjung rumahrumah warga menyerap aspirasi rakyat tulang bawang atikoh lagilagi disambut ribuan relawan dikunjungi atikoh lupa menyuarakan program ganjar mahfud keluarga miskin sarjana ktp sakti internet gratis gagasan perlindungan kaum petani nelayan miskin terbebas utang nih detail gagasan ganjar dipahami atikoh cinta atikoh seall out mendukung suaminya atikoh lelah berkunjung menemui rakyat atikoh sepuluh silam tepatnya suaminya terpilih gubernur atikoh membiasakan menemui masyarakat jawa ketua penggerak pkk ketua dekranasda jateng daerah dinotice terang atikoh menuduh atikoh memahami harkat martabat mulia istri atikoh benarbenar mewakili sosok perempuan dukungan sepenuh hati suami from zero to hero ganjar siapasiapa salah pemimpin terpenting indonesia atiqoh mendampingi ganjar suka duka ganjar cinta atikoh ganjar jabatan murni semurni pertamax perjuangan suami perjuangan istri sigare nyowo orang jawa orang jawa kehilangan separuh nyawa kehilangan garwaistri tercinta pertarungan politikbsemakin panas tuhan ganjar istri henti membersamai alam sang putra tiada lelah dorongan moral rakyat bersatu padu mendorong ganjar mahfud tampil pemimpin terpilih negeri,Politik,19,3,1,4,1,11,19,17,0
prabowo janji perjuangkan kesejahteraan pengemudi ojol detiknews,Politik,37,1,1,6,2,2,37,3,4
gak ahh udah suka anies jaman program beliau mentri pendidikan desa desa diwakilin guru lupa namanya,Sumber Daya Alam,1,3,5,0,0,0,33,14,1
2014 2019 pilihannya jokowi prabowo memilih jokowi gk prabowo presiden 14 februari 3 pilihan anies prabowo ganjar berani konsisten memilih prabowo,Politik,49,2,0,0,3,1,49,1,0
org2 sperti korban gilanya gelontoran duit bangun opini klo ahok pahlawan amp terdzalimi serangan buzzer gila2an liat skrg buzzer dukung ahok mati2an skrg dikubu 02 modalin anies maju kena tipu,Sumber Daya Alam,0,2,1,7,1,9,30,6,0
wa bingung komen2 pinter ngomong trs pendukungnya pd defensif bkn celaan tp pujian anies pintar ngomong tdk pinter ngomong gimana artikulsi rencana2 policy amp kasih arahan tereksekusi,Politik,26,0,0,11,1,0,26,15,3
kalo sayaitu anies menggambarkan realita adapak prabowo lahan ya sah sah ajatapi point pembahasan arah kebijaka,Politik,27,0,0,0,2,4,27,20,3
pernyataan arsjad menekankan pemimpin memiliki kedewasaan bersikap pengalaman menentukan ketua tpn ganjar mahfud,Politik,36,0,5,0,0,8,36,6,1
pasangan capres cawapres ganjar pranowo prof mahfud md komitmen bikin regulasi hukum mendukung perkembangan investasi indonesia,Ekonomi,52,0,52,0,2,0,2,0,0
program capres ganjar pranowo desa presisi ekonomi kuat berbagi,Ekonomi,31,0,31,0,5,0,20,0,0
efek gus imin elektabilitas anies tempel ketat prabowo,Politik,46,1,1,1,0,2,46,4,1
ganjarmahfud program masjid sejahtera pengurus masjid terlindungi program kesejahteraan pengurus masjid diwujudkan dlm bentuk dana kesejahteraan operasional masjid masjid berseri berkualitas sejahtera inspiratif pengurus masjid terlindungi sejahtera,Sosial Budaya,2,0,12,11,0,7,24,2,0
prabowo gibran kalah gw bikin 1 batch training olah data survei sosioekonomi nasional susenas khratis 15 orang,Politik,44,0,0,2,4,2,44,3,1
jenius komen mengklik web superkeren website anies dirancang dikelola humanies penggemar anies kalangan gen z dikomandani akun berkalikali berdecak kagum keren banget silakan klik gambarikon website ya gambar mengarah penjelasan singkat efektif website cocok anak muda cenderung visual artistik mengoptimalkan website klik gambar lampu ujung kiri lampu web menyala klik tombol speaker samping lampu terdengar musik lembut silakan berselancar mengklik persatu gambar menyala oya kirim donasi isi dompet anakanak muda traktiran cendol 1 cendol rp 5000 dikirim via gopay klik tulisan from humanies to anies informasi kru humanies dompet kosong ayo support anakanak muda berkarya,Sosial Budaya,29,2,0,8,1,8,8,29,0
jaua suparna anies s1 nya fakultas ekonomi s2 nya kebijakkan keuangan s3 nya political ekonomi amp pembangunan,Ekonomi,46,1,46,0,0,0,1,7,1
ribuan advokat deklarasikan dukungan prabowogibran gedung balai kartini,Politik,36,6,0,5,0,1,36,5,3
global peace index global peace military prabowo menjabat menteri pertahanan menhan turun berdasarkan survei sumber internasional buzzernya bangga beliau tdk membuka rahasia pertahanan negara nyambungnya dmn malih,Pertahanan dan Keamanan,41,0,1,3,0,41,7,4,0
keberanian ganjarmahfud menginspirasi generasi muda perjuangan akses internet,Politik,24,18,7,0,0,0,24,6,1
dukung prabowo dukung prabowo alasan nya prabowo berkhianat alasan salah alasan nya ya warga padang didalam video,Politik,42,0,0,0,1,4,42,8,1
ganjar tuntaskan ikn tuntaskan aja wadas kemiskinan jateng,Politik,30,1,9,4,2,7,30,3,0
transportasi dki era ahok era anies anies mengubah wajah transportasi jakarta cantik modern berkeadilan penghargaan internasional,Pertahanan dan Keamanan,3,1,1,5,0,3,19,25,2
om prabowo salam dr ahy kritik food estate,Politik,26,1,2,6,0,3,26,10,8
sandwich generation makmur tulang punggung keluarga kelas diselenggarakan surabaya amin bertekad mendorong perubahan merata mewujudkan indonesia adil makmur,Demografi,3,3,2,4,0,4,31,10,2
menjelekkan lawan diserang bentuk kenegarawanan prabowo,Politik,33,0,0,2,2,8,33,7,4
dana terkecil deretan kampanye aniesmuhaimin dianggap hemat biaya,Politik,33,1,0,0,0,11,33,7,4
seru kemarin menggabungkan acara desak anies slepet imin tajuk pekerja aspirasi tertampung acara kemarin dihadiri pengemudi ojek online buruh insya allah negara hadir membantu jaminan kerja jaminan kesehatan industri ojek online mengkaji ulang undangundang cipta kerja ucapkan terima kasih bang haji rhoma irama hadir meramaikan dukungan semoga lagulagu dibawakan beliau grup soneta mewujudkan perubahan keadilan dirasakan kalangan terkecuali,Politik,28,0,0,8,3,2,28,15,0
prabowo prajurit tni deket kiaiulama ditandatangani mati masyarakat tanah air usia blm 20 dekade08 prabowo gibran,Politik,30,3,0,3,2,14,30,3,1
gara masyarakat informasi kekuatan pertahanan negeri gara kekuatan militer indonesia peringkat gara anies dukung biayain gubernur dki yap gara,Pertahanan dan Keamanan,16,1,0,0,5,16,23,11,0
nih die peninggalan hasil kinerja anies dinikmati masyarakat ibukota,Politik,29,1,1,2,4,1,29,15,3
bpk ganjar pranowo pemimpin berkomitmen anti korupsi perhatian kesejahteraan nelayan tekad tuntas amanat uu ganjar mahfud hebat ayahbowo adalahkita,Politik,36,0,19,0,0,0,36,1,0
programprogram prabowo pengembangan infrastruktur digital membawa indonesia era ekonomi digital inklusif,Ekonomi,23,5,23,1,0,4,20,2,1
presiden rencana anies baswedan kembangkan meningkatkan industri farmasi sesuai visi beliau tuan rumah negeri mempesona negeri orang,Ekonomi,0,4,0,0,1,0,42,5,4
pekerja migran dijamin haknya kepemimpinan capres no 3 ganjar pranowo bersamasama perjuangkan perlindungan,Politik,40,0,4,0,9,0,40,3,0
banjarnegara bergemuruh menyambut jokowi berpakaian kaos ganjarmahfud sesuai dukungan paslon 03 dg tangan mengacung jari prestasi apresiasi pilihan hati paslon nomer urut 3 cinta berlabuh,Politik,37,0,3,0,2,9,37,3,2
calon presiden capres nomor urut 1 anies baswedan menanggapi tudingan tendensius debat pilpres 2024 putaran ketiga lantaran kerap sindir capres nomor urut 2 prabowo subianto diplomasi internasional menunjukan posisi diplomasi internasional sungkan anies gorontalo dikutip selasa 912024 capres besutan koalisi perubahan kenal akrab memiliki kepentingan berhak menyuarakan pendapat simak berita selengkapnya,Politik,39,2,5,3,2,0,39,2,3
4 kelompok rentan versi anies difabel bumil anak lansia 2 kelompok petani nelayan kalo ga percaya cari rekaman debat capres capres 2 kelompok tsb moderator aksesbilitas pd pelayanan publik,Demografi,6,6,1,1,0,2,32,9,5
